texto,sentimento
amei a compra e a entrega dentro do prazo isso é muito bom parabéns,positivo
apesar de informar que recebi o produto danificado e solicitar a devolução até o momento não recebi qualquer contato de orientação do vendedor,negativo
o produto chegou como esperado,neutro
produto não entregue e nenhuma explicação do que ocorreu,negativo
muito bonita veio igual e chegou muito antes do prazo amei,positivo
goste e comprei mais duas pra organizar meus vinhos,positivo
produto entregue antes do prazo,positivo
vcs são uma empresa de compromisso e responsabilidade,positivo
entregou super rapido e é muito bonito,positivo
até hoje não recebi dois produtos o pedido foi feito em novembro e estou no aguardo,negativo
produto otimo veio muito bem embalado e chegou dias antes do prazo,positivo
produto como especificado chegou dentro do prazo recomendo,positivo
preço atrativo com entrega eficiente,positivo
cortina boa de longe parece um tecido mais ela é de plastico só não pode ficar perto do fogão ou de algo que esquente muito recomendo,neutro
muito boa a loja e o produto chegou dentro do prazo em perfeitas condições espero poder comprar mais nesta excelente loja online,positivo
ainda não usei o produto mas em relação à entrega chegou muito antes do esperado,positivo
olá meu produto foi entregue muito antes do prazo minha queixa é apenas pelo produto não ter sido aquilo que eu esperava,positivo
comprei na stark achando que seria entregue via transportadora é me enviaram por correio e não tem correio onde moro tive que atravessar a cidade pra buscar no correio e voltar de ônibus,negativo
o produto e bom,neutro
por enquanto minha avaliação é esta pode mudar mais por enquanto nao nao recebi meu produto que por sinal já esta em atraso a dias depois posso reavaliar por enquanto não indico ninguém a comprar,negativo
a loja da um prazo e o produto nao é entregue nele e mesmo com o atraso não fornecem nenhum tipo de informação sobre o atraso,negativo
gostei muito de comprar excelente loja parabens,positivo
cumpriu o que prometeu no prazo e no produto recomendo com certeza e pretendo comprar outros produtos,positivo
fiquei muito contente com o produto,positivo
estou preocupada pois chegou apenas um dos dois kits que comprei gostaria de mais informações,negativo
o produto é realmente queen serviu bem o tecido é bom mais é liso quem não gosta de escorregar um pouco não compre porém ele não sai do colchão,neutro
ameii veio bem certinho melhor do que esperávamos unica coisa que a caixa veio destruída e tive que retirar no correio só precisa melhorar a qualidade da embalagem,positivo
produto muito bonito entregue no prazo só é um pouco maior do que eu imaginava,positivo
esperando a entrega,negativo
o que faltou foi ter enviado o manual em português pois está todo em inglês por isso não posso dar estrelas pois até para testar vai ser difícil,neutro
fiquei satisfeito com o produto adquerido atendeu a minha expectativa,positivo
o produto recebido é ótimo pena q o frete encarece muito,neutro
tem como me envia o meu produto novamente,positivo
eu pedi tudo na mesma loja para pagar só um frete só veio um produto de,negativo
achei a cortina linda e de boa qualidade recomendo,positivo
produto muito bonito grande e com muitas partições não gostei muito do plastico que reveste dentro mão parece ser muito resistente internamente porém externamente é muito boa,neutro
produto muito bom estou satisfeito e recomendo a todos,positivo
comprei um produto que tinha rádio e veio somente mp tenti contactar o vendedor mas na nota não tem telefone e o que consegui na internet ninguém atende,negativo
cortina bem acabada corta luz sem deixar totalmente escuro fácil instalação e o tecido é liindo,positivo
o produto foi entregue com bastante antecedência veio muito bem embalado e fiquei satisfeita com a compra recomendo,positivo
primeira vez que compro na lannister com e ocorreu tudo bem fiquei satisfeita com a pontualidade da entrega,positivo
falta de respeito com cliente,negativo
excelente em tudo,positivo
em algum lugar houve uma falha comprei seis vidros de óleo de coco um deles estava com a tampa amassada e vazou aproximadamente do frasco me aborreci mas não posso afirmar quem foi o responsáv,positivo
gostei desse modelo tem a vantagem de usar pilhas ao invés de bateria interna o que facilita a troca quando necessário as baterias internas custam do valor do aparelho,positivo
o produto chegou corretamente no prazo parabéns,positivo
a entrega foi bem rapda otimo trabalho parabens,positivo
gostei muito a entrega foi pontual e material veio certo,positivo
o produto é lindo a entrega foi super rápida porém me entregaram errado comprei um de l e me entregaram um de l estou aguardando retorno do parceiro,positivo
produto entregue antes da data,positivo
perdi tempo pesquisando e agora vou ter que perder mais tempo para ver como resolver o problema foi cobrado e não foi entregue a mercadoria conforme pedido,negativo
recebi o produto correto dentro do prazo,positivo
gostei do massageador tinha que ter um manual de instruções,positivo
chegou no prazo e chegou sem defeitos,positivo
entrega antes do prazo adorei meu produto perfeito,positivo
estou aguardando o produto,negativo
estou satisfeito por tudo pelo produto pelo tempo da entrega excelente empresa,positivo
muito bom chegou a tempo bem antes do prazo assinalado continuarei comprando,positivo
muito satisfeito com a entrega,positivo
ótimo melhor que eu esperava,positivo
o produto foi entregue no prazo porém não recebi o manual de instruções e o produto não estava na caixa original dando a impressão de ser um produto usado,positivo
bom atendimento no site de fácil acesso muito bom,positivo
prezados produto veio quebrado dentro da caixa observando o guia de orientações não consta a linguagem português não desejo o produto devido desconforto em receber o produto assim aguardo respos,negativo
atendimento das expectativas recomendo,positivo
o relógio foi entregue sem nota fiscal nem manual,negativo
produto chegou super rápido recomendo a todos,positivo
produto chegou bem embalado e antes do prazo final de entrega recomendo,positivo
me surpreenderam na entrega antes do prazo estipulado parabéns por fazerem meu desejo de receber antes,positivo
não recebi o produto até hoje,negativo
entregue no prazo,positivo
o produto não foi entregue conforme o prazo e não consigo receber meu dinheiro de volta pela lannister,negativo
atendeu todas as expectativas,positivo
mau atendimento ate agora nao resolveram meu problema,negativo
gostaria de saber como faco para receber o produto que realmente comprei e devolver o produto errado,negativo
o produto em si não testei não instalei ainda na esteira no entanto a rapidez na entrega foi eficiente parece resistente porém somente com o uso prolongado é que permitirá uma melhor avaliação,positivo
até o momento não tive nenhum retorno de uma satisfação pelo atraso na entrega,negativo
foi entregue dentro do prazo e em perfeito estado produto atendendo as expectativas,positivo
comprei um tapete o mesmo foi entregue em outro modelo pedi a troca não fui atendida cancelei a compra e até o momento não recebi o dinheiro de volta um descaso,negativo
a entrega foi feita corretamente dentro do prazo mas a qualidade do produto nao eh das melhores,negativo
super recomendo entregaram antes do prazo otimo,positivo
ótimo produto dentro das expectativas,positivo
o rastreamento não estava funcionando a previsão estava errada e eu precisava com urgência fora que veio numa embalagem aberta,neutro
produto em perfeito estado e entregue antes do prazo estipulado,positivo
apenas uma coisa durante o transporte não recebi o código de rastreio então não sabia onde o produto estava fora isso tudo perfeito,positivo
não me entregaram o produto até agora não cancelei o pedido e em contato com as lojas lannister me disseram que não entregaram pois não tem em estoques e isso ja faz quase um ano que comprei,negativo
já se passou dias do prazo máximo de entrega e até agora nada no total já são mais de dias aguardando meu produto o mesmo foi enviado via correio ao invés de transportadora insatisfeita,negativo
comprei uma saia para cama box solteiro algodão com ponto palito recebi ontem uma saia para cama box solteiro poliester sem ponto palito e com elastico mercadoria errada,negativo
adorei o site e super recomendo aos amigos na minha opinião vcs estão de parabéns,positivo
não recebi o produto e tão pouco orientação de onde retirá lo,neutro
super rápido muito bom,positivo
não gostei pq tive de buscar nos correios,positivo
relógio município e entrega rápida recomendo,positivo
ainda estou na espera,negativo
comprei o telefone mas veio com uma cor diferente comprei um azul e preto,positivo
parece ser bom produto estou usando a pouco tempo,positivo
entrega bem antes do prazo e produto impecável,positivo
as toalhas não são boas muito inferiores,neutro
foi entregue antes do prazo,positivo
recebi antes do prazo de entrega,positivo
produto chegou no prazo bem embalado e em perfeito estado excelente,positivo
amei a entrega chegou bem antes do previsto muito satisfeita,positivo
maravilhoso os produtos super recomendo produto entregue antes do prazo obrigadaa,positivo
